ID,Curso,Descricao,Competencias provaveis
661,Cadastro Integrado de Projetos de Investimento - Obrasgov.br,"Descubra como realizar as principais ações do Obrasgov.br! Neste curso, você irá conhecer o passo a passo para cadastro e gerenciamento de intervenções. Também verá os procedimentos relativos à execução financeira e física da intervenção, além de outros tópicos. Este curso irá lhe auxiliar a contribuir para uma Administração Pública mais transparente e eficiente!","['gestão de projetos', 'gestão de processos', 'gestão pública', 'administração pública', 'accountability', 'direito administrativo', 'auditoria governamental', 'metodologias ativas', 'políticas públicas', 'gestão de serviços públicos', 'accountability pública']"
655,"Convênios de Educação, Ciência, Tecnologia e Inovação: Atos Preparatórios","Neste curso, você conhecerá como ocorre o cadastramento de programas, propostas e planos de trabalho relacionados à celebração de convênios de Educação, Ciência, Tecnologia e Inovação (ECTI) por meio do Transferegov.br. Além disso, conhecerá conceitos importantes para compreender o conteúdo abordado, bem como entenderá as fases de formalização e celebração desses convênios. Quer saber mais sobre o assunto? Inscreva-se.",['design instrucional']
1009,"Educación Museística: Marco Teórico, Conceptos e Investigación",En este curso conocerás conceptos y referentes teóricos y metodológicos para desarrollar actividades de educación museística y comprenderás la investigación como recurso para cualificar la práctica educativa y formar educadores. ¡Inscríbete ahora para saber más!,['design instrucional']
649,Módulo Fundo a Fundo no Transferegov.br,"Neste curso, você conhecerá o que são os fundos especiais e os procedimentos necessários para a realização de transferências fundo a fundo por meio do Transferegov.br. Você compreenderá as principais etapas e os processos envolvidos nessa operação. Saiba mais sobre esse sistema, inscreva-se já!","['gestão de processos', 'metodologias ativas']"
1011,Princípios de Regulação técnica,"Neste curso, você compreenderá os objetivos da regulação técnica e conhecerá os aspectos relacionados à prestação dos serviços de saneamento básico, como a regulação técnica do manejo dos resíduos sólidos e do manejo de águas pluviais urbanas. Além disso, você também conhecerá aspectos sobre os padrões de potabilidade da água tratada referente à qualidade de águas para o abastecimento público. Quer saber mais? Inscreva-se!",['governança ambiental']
974,Fundamentos da Teoria da Regulação,"Neste curso, você conhecerá os aspectos conceituais que fundamentam a teoria econômica da regulação no que tange a sua origem, limites e impactos. Você conhecerá também outros conceitos importantes relacionados a esse assunto, como a relação entre regulação e arbitragem e a análise de impacto regulatório no contexto do saneamento. Inscreva-se já para saber mais.",[]
975,Fundamentos de governança e boas práticas da regulação,"Neste curso, você conhecerá os aspectos introdutórios e as dimensões da Governança Regulatória, incluindo alguns princípios de boa governança e de qualidade da regulação. Também conhecerá casos de boas práticas de governança regulatória relacionados ao setor de saneamento básico e externos a esse setor. Quer saber mais? Inscreva-se!","['gestão pública', 'administração pública', 'governança ambiental', 'políticas públicas', 'accountability pública']"
948,Modelo Lógico aplicado ao PPA 2024-2027,"Neste curso você conhecerá o processo de elaboração de programas que utiliza como referência o modelo lógico aplicado ao PPA federal 2024-2027 e considera as dimensões estratégica, tática e operacional do planejamento. Este curso integra o conjunto de atividades preparatórias para a elaboração de um plano plurianual conforme o modelo supracitado.","['gestão de processos', 'planejamento estratégico', 'metodologias ativas']"
945,Novo Regime Fiscal e o Teto de Gastos,"Neste curso, você compreenderá os conceitos básicos do processo orçamentário, como quais são as classificações orçamentárias e noções da programação orçamentária e financeira do governo federal. Além disso, você conhecerá as principais regras fiscais aplicadas no Brasil e no mundo e alguns detalhes do novo arcabouço fiscal. Saiba mais, inscreva-se!",[]
958,Sistema de Gerenciamento dos Imóveis de Uso Especial da União - SPIUnet,"Neste curso, você compreenderá os procedimentos para cadastro de imóveis públicos federais, atualização, consulta, adendos de informações e a legislação referentes ao Sistema de Gerenciamento dos Imóveis de Uso Especial da União (SPIUnet). Quer saber mais sobre como manusear esse sistema? Inscreva-se.","['gestão de processos', 'gestão pública', 'administração pública', 'governo digital', 'segurança da informação', 'direito administrativo', 'auditoria governamental', 'políticas públicas', 'gestão de serviços públicos', 'accountability pública']"
686,Defesa Comercial,"Neste curso, você conhecerá, de maneira prática e teórica, os principais conceitos e mecanismos nacionais e internacionais envolvidos no processo de Defesa Comercial do país. Aprenda sobre os principais aspectos relacionados a esse tema. Faça já sua inscrição neste curso!",[]
957,Gestão de Equipes Híbridas e Desafios para a Cultura Organizacional,"Você sabe quais habilidades precisa desenvolver para lidar com um mundo cada vez mais em transição? Neste curso, você reconhecerá os impactos dos novos desafios de um tempo pós pandemia da Covid. Você também conhecerá conceitos como mundo BANI, jornada híbrida, liderança positiva, presença autêntica e flow e compreenderá como aplicar esses conceitos e algumas ferramentas na nova cultura organizacional. Inscreva-se!",[]
800,Big Data em Apoio à Tomada de Decisão,"Apresentação: Você já se perguntou como empresas e instituições conseguem lidar com grandes volumes de informações geradas diariamente? Neste curso, você conhecerá conceitos básicos do Big Data, suas aplicações e como esses dados podem ser utilizados para tomada de decisões estratégicas no contexto do setor público. Inscreva já para saber mais sobre esse assunto.",['big data']
444,"Estratégias de produtividade: clareza, propósito e priorização de tarefas","Apresentação: Vamos desvendar o caminho para uma vida mais produtiva juntos? Descubra como tomar decisões assertivas e priorizar tarefas. Otimize seu tempo com uma organização efetiva. Aprenda a cultivar foco, concentração e eficiência e desvende seus valores para atingir propósitos e vencer a procrastinação. Pronto para essa transformação? Inscreva-se agora!","['planejamento estratégico', 'metodologias ativas', 'formação continuada', 'produtividade']"
951,Marco Legal das Startups - Contratando Inovação no Setor Público,"Neste curso, você compreenderá a necessidade de repensar os métodos públicos para promover a inovação e conhecerá aspectos do Marco Legal da Startups e os principais conceitos, instrumentos e procedimentos aplicados à contratação de soluções inovadoras na Administração Pública. Além disso, conhecerá boas práticas relacionadas a esse tipo de contratação. Quer saber mais? Inscreva-se.",['inovação']
954,Educação Museal II - Histórico e Práticas,"Neste curso, você conhecerá os processos históricos, marcos e agentes políticos que contribuem para a configuração da educação museal no Brasil e reconhecerá as etapas necessárias para o adequado desenvolvimento de programas, projetos e ações educativas em museus e instituições culturais. Inscreva-se já para saber mais.",[]
953,Educação Museal I - Referencial Teórico,"Neste curso, você conhecerá conceitos e referências teóricas e metodológicas para o desenvolvimento de ações de educação museal e compreenderá a pesquisa como recurso de qualificação da prática educativa e da formação de educadores. Inscreva-se já para saber mais!",['design instrucional']
908,Acervos Digitais nos Museus: realização de projetos,"Neste curso, você conhecerá o que são acervos digitais e como eles podem ser elaborados, implementados e gerenciados, com o objetivo de propiciar a melhoria da gestão de acervos nos museus, por meio do conhecimento de recursos e ferramentas digitais. Saiba mais, inscreva-se!","['gestão de projetos', 'metodologias ativas', 'design instrucional']"
956,Inovando na Gestão de Projetos,"Prepare-se para conhecer a gestão de projetos nesta nova era! Aprenda abordagens inovadoras, aumente o seu repertório ferramental e conheça as principais tendências e mudanças ocorridas na área, tendo como base o PMBOK 7ª edição. Este curso foi elaborado como um roteiro para ação, que nivela todos os entendimentos sobre o tema e fornece recursos de aplicabilidade imediata a fim de que você transponha as suas ideias para a prática e obtenha melhores resultados.","['metodologias ativas', 'design instrucional', 'formação continuada', 'aprendizado contínuo']"
